1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0,0,0,0,0,0,0.7781512504,0,0,-0.6197887583,-0.5407583351,-0.0915149811,0,16
1,0,1,1,0,6,0,1,0.22,0.2727,0.8,0,0,0,0,0,0,0.7781512504,0,0,-0.6575773192,-0.5643148621,-0.096910013,0,40
1,0,1,2,0,6,0,1,0.22,0.2727,0.8,0,0,0,0,0.3010299957,0,0.7781512504,0,0,-0.6575773192,-0.5643148621,-0.096910013,0,32
1,0,1,3,0,6,0,1,0.24,0.2879,0.75,0,0,0,0,0.4771212547,0,0.7781512504,0,0,-0.6197887583,-0.5407583351,-0.1249387366,0,13
1,0,1,4,0,6,0,1,0.24,0.2879,0.75,0,0,0,0,0.6020599913,0,0.7781512504,0,0,-0.6197887583,-0.5407583351,-0.1249387366,0,1
1,0,1,5,0,6,0,2,0.24,0.2576,0.75,0.0896,0,0,0,0.6989700043,0,0.7781512504,0,0.3010299957,-0.6197887583,-0.5890541413,-0.1249387366,-1.0476919903,1
1,0,1,6,0,6,0,1,0.22,0.2727,0.8,0,0,0,0,0.7781512504,0,0.7781512504,0,0,-0.6575773192,-0.5643148621,-0.096910013,0,2
1,0,1,7,0,6,0,1,0.2,0.2576,0.86,0,0,0,0,0.84509804,0,0.7781512504,0,0,-0.6989700043,-0.5890541413,-0.0655015488,0,3
1,0,1,8,0,6,0,1,0.24,0.2879,0.75,0,0,0,0,0.903089987,0,0.7781512504,0,0,-0.6197887583,-0.5407583351,-0.1249387366,0,8
1,0,1,9,0,6,0,1,0.32,0.3485,0.76,0,0,0,0,0.9542425094,0,0.7781512504,0,0,-0.4948500217,-0.4577972176,-0.1191864077,0,14
1,0,1,10,0,6,0,1,0.38,0.3939,0.76,0.2537,0,0,0,1,0,0.7781512504,0,0,-0.4202164034,-0.4046140192,-0.1191864077,-0.5956795328,36
1,0,1,11,0,6,0,1,0.36,0.3333,0.81,0.2836,0,0,0,1.0413926852,0,0.7781512504,0,0,-0.4436974992,-0.4771646863,-0.0915149811,-0.5472937735,56
1,0,1,12,0,6,0,1,0.42,0.4242,0.77,0.2836,0,0,0,1.079181246,0,0.7781512504,0,0,-0.3767507096,-0.3724293358,-0.1135092748,-0.5472937735,84
1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,0,0,0,1.1139433523,0,0.7781512504,0,0.3010299957,-0.3372421683,-0.3424661124,-0.1426675036,-0.5250556645,94
1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,0,0,0,1.1461280357,0,0.7781512504,0,0.3010299957,-0.3372421683,-0.3424661124,-0.1426675036,-0.5472937735,106
